Step,Station_ID,Capacity
10,cs_4,0
10,cs_5,0
10,cs_6,0
10,cs_7,0
10,cs_8,0
10,cs_9,0
12,cs_0,0
12,cs_1,0
12,cs_10,0
12,cs_11,0
12,cs_12,0
12,cs_13,0
12,cs_14,0
12,cs_15,0
12,cs_16,0
12,cs_17,0
12,cs_18,0
12,cs_19,0
12,cs_2,0
12,cs_20,0
12,cs_21,0
12,cs_22,0
12,cs_23,0
12,cs_24,0
12,cs_25,0
12,cs_26,0
12,cs_27,0
12,cs_3,0
12,cs_4,0
12,cs_5,0
12,cs_6,0
12,cs_7,0
12,cs_8,0
12,cs_9,0
14,cs_0,0
14,cs_1,0
14,cs_10,0
14,cs_11,0
14,cs_12,0
14,cs_13,0
14,cs_14,0
14,cs_15,0
14,cs_16,0
14,cs_17,0
14,cs_18,0
14,cs_19,0
14,cs_2,0
14,cs_20,0
14,cs_21,0
14,cs_22,0
14,cs_23,0
14,cs_24,0
14,cs_25,0
14,cs_26,0
14,cs_27,0
14,cs_3,0
14,cs_4,0
14,cs_5,0
14,cs_6,0
14,cs_7,0
14,cs_8,0
14,cs_9,0
16,cs_0,0
16,cs_1,0
16,cs_10,0
16,cs_11,0
16,cs_12,0
16,cs_13,0
16,cs_14,0
16,cs_15,0
16,cs_16,0
16,cs_17,0
16,cs_18,0
16,cs_19,0
16,cs_2,0
16,cs_20,0
16,cs_21,0
16,cs_22,0
16,cs_23,0
16,cs_24,0
16,cs_25,0
16,cs_26,0
16,cs_27,0
16,cs_3,0
16,cs_4,0
16,cs_5,0
16,cs_6,0
16,cs_7,0
16,cs_8,0
16,cs_9,0
18,cs_0,0
18,cs_1,0
18,cs_10,0
18,cs_11,0
18,cs_12,0
18,cs_13,0
18,cs_14,0
18,cs_15,0
18,cs_16,0
18,cs_17,0
18,cs_18,0
18,cs_19,0
18,cs_2,0
18,cs_20,0
18,cs_21,0
18,cs_22,0
18,cs_23,0
18,cs_24,0
18,cs_25,0
18,cs_26,0
18,cs_27,0
18,cs_3,0
18,cs_4,0
18,cs_5,0
18,cs_6,0
18,cs_7,0
18,cs_8,0
18,cs_9,0
20,cs_0,0
20,cs_1,0
20,cs_10,0
20,cs_11,0
20,cs_12,0
20,cs_13,0
20,cs_14,0
20,cs_15,0
20,cs_16,0
20,cs_17,0
20,cs_18,0
20,cs_19,0
20,cs_2,0
20,cs_20,0
20,cs_21,0
20,cs_22,0
20,cs_23,0
20,cs_24,0
20,cs_25,0
20,cs_26,0
20,cs_27,0
20,cs_3,0
20,cs_4,0
20,cs_5,0
20,cs_6,0
20,cs_7,0
20,cs_8,0
20,cs_9,0
22,cs_0,0
22,cs_1,0
22,cs_10,0
22,cs_11,0
22,cs_12,0
22,cs_13,0
22,cs_14,0
22,cs_15,0
22,cs_16,0
22,cs_17,0
22,cs_18,0
22,cs_19,0
22,cs_2,0
22,cs_20,0
22,cs_21,0
22,cs_22,0
22,cs_23,0
22,cs_24,0
22,cs_25,0
22,cs_26,0
22,cs_27,0
22,cs_3,0
22,cs_4,0
22,cs_5,0
22,cs_6,0
22,cs_7,0
22,cs_8,0
22,cs_9,0
24,cs_0,0
24,cs_1,0
24,cs_10,0
24,cs_11,0
24,cs_12,0
24,cs_13,0
24,cs_14,0
24,cs_15,0
24,cs_16,0
24,cs_17,0
24,cs_18,0
24,cs_19,0
24,cs_2,0
24,cs_20,0
24,cs_21,0
24,cs_22,0
24,cs_23,0
24,cs_24,0
24,cs_25,0
24,cs_26,0
24,cs_27,0
24,cs_3,0
24,cs_4,0
24,cs_5,0
24,cs_6,0
24,cs_7,0
24,cs_8,0
24,cs_9,0
26,cs_0,0
26,cs_1,0
26,cs_10,0
26,cs_11,0
26,cs_12,0
26,cs_13,0
26,cs_14,0
26,cs_15,0
26,cs_16,0
26,cs_17,0
26,cs_18,0
26,cs_19,0
26,cs_2,0
26,cs_20,0
26,cs_21,0
26,cs_22,0
26,cs_23,0
26,cs_24,0
26,cs_25,0
26,cs_26,0
26,cs_27,0
26,cs_3,0
26,cs_4,0
26,cs_5,0
26,cs_6,0
26,cs_7,0
26,cs_8,0
26,cs_9,0
28,cs_0,0
28,cs_1,0
28,cs_10,0
28,cs_11,0
28,cs_12,0
28,cs_13,0
28,cs_14,0
28,cs_15,0
28,cs_16,0
28,cs_17,0
28,cs_18,0
28,cs_19,0
28,cs_2,0
28,cs_20,0
28,cs_21,0
28,cs_22,0
28,cs_23,0
28,cs_24,0
28,cs_25,0
28,cs_26,0
28,cs_27,0
28,cs_3,0
28,cs_4,0
28,cs_5,0
28,cs_6,0
28,cs_7,0
28,cs_8,0
28,cs_9,0
30,cs_0,0
30,cs_1,0
30,cs_10,0
30,cs_11,0
30,cs_12,0
30,cs_13,0
30,cs_14,0
30,cs_15,0
30,cs_16,0
30,cs_17,0
30,cs_18,0
30,cs_19,0
30,cs_2,0
30,cs_20,0
30,cs_21,0
30,cs_22,0
30,cs_23,0
30,cs_24,0
30,cs_25,0
30,cs_26,0
30,cs_27,0
30,cs_3,0
30,cs_4,0
30,cs_5,0
30,cs_6,0
30,cs_7,0
30,cs_8,0
30,cs_9,0
32,cs_0,0
32,cs_1,0
32,cs_10,0
32,cs_11,0
32,cs_12,0
32,cs_13,0
32,cs_14,0
32,cs_15,0
32,cs_16,0
32,cs_17,0
32,cs_18,0
32,cs_19,0
32,cs_2,0
32,cs_20,0
32,cs_21,0
32,cs_22,0
32,cs_23,0
32,cs_24,0
32,cs_25,0
32,cs_26,0
32,cs_27,0
32,cs_3,0
32,cs_4,0
32,cs_5,0
32,cs_6,0
32,cs_7,0
32,cs_8,0
32,cs_9,0
34,cs_0,0
34,cs_1,0
34,cs_10,0
34,cs_11,0
34,cs_12,0
34,cs_13,0
34,cs_14,0
34,cs_15,0
34,cs_16,0
34,cs_17,0
34,cs_18,0
34,cs_19,0
34,cs_2,0
34,cs_20,0
34,cs_21,0
34,cs_22,0
34,cs_23,0
34,cs_24,0
34,cs_25,0
34,cs_26,0
34,cs_27,0
34,cs_3,0
34,cs_4,0
34,cs_5,0
34,cs_6,0
34,cs_7,0
34,cs_8,0
34,cs_9,0
36,cs_0,0
36,cs_1,0
36,cs_10,0
36,cs_11,0
36,cs_12,0
36,cs_13,0
36,cs_14,0
36,cs_15,0
36,cs_16,0
36,cs_17,0
36,cs_18,0
36,cs_19,0
36,cs_2,0
36,cs_20,0
36,cs_21,0
36,cs_22,0
36,cs_23,0
36,cs_24,0
36,cs_25,0
36,cs_26,0
36,cs_27,0
36,cs_3,0
36,cs_4,0
36,cs_5,0
36,cs_6,0
36,cs_7,0
36,cs_8,0
36,cs_9,0
38,cs_0,0
38,cs_1,0
38,cs_10,0
38,cs_11,0
38,cs_12,0
38,cs_13,0
38,cs_14,0
38,cs_15,0
38,cs_16,0
38,cs_17,0
38,cs_18,0
38,cs_19,0
38,cs_2,0
38,cs_20,0
38,cs_21,0
38,cs_22,0
38,cs_23,0
38,cs_24,0
38,cs_25,0
38,cs_26,0
38,cs_27,0
38,cs_3,0
38,cs_4,0
38,cs_5,0
38,cs_6,0
38,cs_7,0
38,cs_8,0
38,cs_9,0
40,cs_0,0
40,cs_1,0
40,cs_10,0
40,cs_11,0
40,cs_12,0
40,cs_13,0
40,cs_14,0
40,cs_15,0
40,cs_16,0
40,cs_17,0
40,cs_18,0
40,cs_19,0
40,cs_2,0
40,cs_20,0
40,cs_21,0
40,cs_22,0
40,cs_23,0
40,cs_24,0
40,cs_25,0
40,cs_26,0
40,cs_27,0
40,cs_3,0
40,cs_4,0
40,cs_5,0
40,cs_6,0
40,cs_7,0
40,cs_8,0
40,cs_9,0
42,cs_0,0
42,cs_1,0
42,cs_10,0
42,cs_11,0
42,cs_12,0
42,cs_13,0
42,cs_14,0
42,cs_15,0
42,cs_16,0
42,cs_17,0
42,cs_18,0
42,cs_19,0
42,cs_2,0
42,cs_20,0
42,cs_21,0
42,cs_22,0
42,cs_23,0
42,cs_24,0
42,cs_25,0
42,cs_26,0
42,cs_27,0
42,cs_3,0
42,cs_4,0
42,cs_5,0
42,cs_6,0
42,cs_7,0
42,cs_8,0
42,cs_9,0
44,cs_0,0
44,cs_1,0
44,cs_10,0
44,cs_11,0
44,cs_12,0
44,cs_13,0
44,cs_14,0
44,cs_15,0
44,cs_16,0
44,cs_17,0
44,cs_18,0
44,cs_19,0
44,cs_2,0
44,cs_20,0
44,cs_21,0
44,cs_22,0
44,cs_23,0
44,cs_24,0
44,cs_25,0
44,cs_26,0
44,cs_27,0
44,cs_3,0
44,cs_4,0
44,cs_5,0
44,cs_6,0
44,cs_7,0
44,cs_8,0
44,cs_9,0
46,cs_0,0
46,cs_1,0
46,cs_10,0
46,cs_11,0
46,cs_12,0
46,cs_13,0
46,cs_14,0
46,cs_15,0
46,cs_16,0
46,cs_17,0
46,cs_18,0
46,cs_19,0
46,cs_2,0
46,cs_20,0
46,cs_21,0
46,cs_22,0
46,cs_23,0
46,cs_24,0
46,cs_25,0
46,cs_26,0
46,cs_27,0
46,cs_3,0
46,cs_4,0
46,cs_5,0
46,cs_6,0
46,cs_7,0
46,cs_8,0
46,cs_9,0
48,cs_0,0
48,cs_1,0
48,cs_10,0
48,cs_11,0
48,cs_12,0
48,cs_13,0
48,cs_14,0
48,cs_15,0
48,cs_16,0
48,cs_17,0
48,cs_18,0
48,cs_19,0
48,cs_2,0
48,cs_20,0
48,cs_21,0
48,cs_22,0
48,cs_23,0
48,cs_24,0
48,cs_25,0
48,cs_26,0
48,cs_27,0
48,cs_3,0
48,cs_4,0
48,cs_5,0
48,cs_6,0
48,cs_7,0
48,cs_8,0
48,cs_9,0
50,cs_0,0
50,cs_1,0
50,cs_10,0
50,cs_11,0
50,cs_12,0
50,cs_13,0
50,cs_14,0
50,cs_15,0
50,cs_16,0
50,cs_17,0
50,cs_18,0
50,cs_19,0
50,cs_2,0
50,cs_20,0
50,cs_21,0
50,cs_22,0
50,cs_23,0
50,cs_24,0
50,cs_25,0
50,cs_26,0
50,cs_27,0
50,cs_3,0
50,cs_4,0
50,cs_5,0
50,cs_6,0
50,cs_7,0
50,cs_8,0
50,cs_9,0
52,cs_0,0
52,cs_1,0
52,cs_10,0
52,cs_11,0
52,cs_12,0
52,cs_13,0
52,cs_14,0
52,cs_15,0
52,cs_16,0
52,cs_17,0
52,cs_18,0
52,cs_19,0
52,cs_2,0
52,cs_20,0
52,cs_21,0
52,cs_22,0
52,cs_23,0
52,cs_24,0
52,cs_25,0
52,cs_26,0
52,cs_27,0
52,cs_3,0
52,cs_4,0
52,cs_5,0
52,cs_6,0
52,cs_7,0
52,cs_8,0
52,cs_9,0
54,cs_0,0
54,cs_1,0
54,cs_10,0
54,cs_11,0
54,cs_12,0
54,cs_13,0
54,cs_14,0
54,cs_15,0
54,cs_16,0
54,cs_17,0
54,cs_18,0
54,cs_19,0
54,cs_2,0
54,cs_20,0
54,cs_21,0
54,cs_22,0
54,cs_23,0
54,cs_24,0
54,cs_25,0
54,cs_26,0
54,cs_27,0
54,cs_3,0
54,cs_4,0
54,cs_5,0
54,cs_6,0
54,cs_7,0
54,cs_8,0
54,cs_9,0
56,cs_0,0
56,cs_1,0
56,cs_10,0
56,cs_11,0
56,cs_12,0
56,cs_13,0
56,cs_14,0
56,cs_15,0
56,cs_16,0
56,cs_17,0
56,cs_18,0
56,cs_19,0
56,cs_2,0
56,cs_20,0
56,cs_21,0
56,cs_22,0
56,cs_23,0
56,cs_24,0
56,cs_25,0
56,cs_26,0
56,cs_27,0
56,cs_3,0
56,cs_4,0
56,cs_5,0
56,cs_6,0
56,cs_7,0
56,cs_8,0
56,cs_9,0
58,cs_0,0
58,cs_1,0
58,cs_10,0
58,cs_11,0
58,cs_12,0
58,cs_13,0
58,cs_14,0
58,cs_15,0
58,cs_16,0
58,cs_17,0
58,cs_18,0
58,cs_19,0
58,cs_2,0
58,cs_20,0
58,cs_21,0
58,cs_22,0
58,cs_23,0
58,cs_24,0
58,cs_25,0
58,cs_26,0
58,cs_27,0
58,cs_3,0
58,cs_4,0
58,cs_5,0
58,cs_6,0
58,cs_7,0
58,cs_8,0
58,cs_9,0
60,cs_0,0
60,cs_1,0
60,cs_10,0
60,cs_11,0
60,cs_12,0
60,cs_13,0
60,cs_14,0
60,cs_15,0
60,cs_16,0
60,cs_17,0
60,cs_18,0
60,cs_19,0
60,cs_2,0
60,cs_20,0
60,cs_21,0
60,cs_22,0
60,cs_23,0
60,cs_24,0
60,cs_25,0
60,cs_26,0
60,cs_27,0
60,cs_3,0
60,cs_4,0
60,cs_5,0
60,cs_6,0
60,cs_7,0
60,cs_8,0
60,cs_9,0
62,cs_0,0
62,cs_1,0
62,cs_10,0
62,cs_11,0
62,cs_12,0
62,cs_13,0
62,cs_14,0
62,cs_15,0
62,cs_16,0
62,cs_17,0
62,cs_18,0
62,cs_19,0
62,cs_2,0
62,cs_20,0
62,cs_21,0
62,cs_22,0
62,cs_23,0
62,cs_24,0
62,cs_25,0
62,cs_26,0
62,cs_27,0
62,cs_3,0
62,cs_4,1
62,cs_5,0
62,cs_6,0
62,cs_7,0
62,cs_8,0
62,cs_9,0
64,cs_0,0
64,cs_1,0
64,cs_10,0
64,cs_11,0
64,cs_12,0
64,cs_13,0
64,cs_14,0
64,cs_15,0
64,cs_16,0
64,cs_17,0
64,cs_18,0
64,cs_19,0
64,cs_2,0
64,cs_20,0
64,cs_21,0
64,cs_22,0
64,cs_23,0
64,cs_24,0
64,cs_25,0
64,cs_26,0
64,cs_27,0
64,cs_3,0
64,cs_4,1
64,cs_5,0
64,cs_6,0
64,cs_7,0
64,cs_8,0
64,cs_9,0
66,cs_0,1
66,cs_1,0
66,cs_10,0
66,cs_11,0
66,cs_12,0
66,cs_13,0
66,cs_14,0
66,cs_15,0
66,cs_16,0
66,cs_17,0
66,cs_18,0
66,cs_19,0
66,cs_2,0
66,cs_20,0
66,cs_21,0
66,cs_22,0
66,cs_23,0
66,cs_24,0
66,cs_25,0
66,cs_26,0
66,cs_27,0
66,cs_3,0
66,cs_4,1
66,cs_5,0
66,cs_6,0
66,cs_7,0
66,cs_8,0
66,cs_9,0
68,cs_0,1
68,cs_1,0
68,cs_10,0
68,cs_11,0
68,cs_12,0
68,cs_13,0
68,cs_14,0
68,cs_15,0
68,cs_16,0
68,cs_17,0
68,cs_18,0
68,cs_19,0
68,cs_2,0
68,cs_20,0
68,cs_21,0
68,cs_22,0
68,cs_23,0
68,cs_24,0
68,cs_25,0
68,cs_26,0
68,cs_27,0
68,cs_3,0
68,cs_4,1
68,cs_5,0
68,cs_6,0
68,cs_7,0
68,cs_8,0
68,cs_9,0
70,cs_0,1
70,cs_1,0
70,cs_10,0
70,cs_11,0
70,cs_12,0
70,cs_13,0
70,cs_14,0
70,cs_15,0
70,cs_16,0
70,cs_17,0
70,cs_18,0
70,cs_19,0
70,cs_2,0
70,cs_20,0
70,cs_21,0
70,cs_22,0
70,cs_23,0
70,cs_24,0
70,cs_25,0
70,cs_26,0
70,cs_27,0
70,cs_3,0
70,cs_4,1
70,cs_5,0
70,cs_6,0
70,cs_7,0
70,cs_8,0
70,cs_9,0
72,cs_0,1
72,cs_1,0
72,cs_10,0
72,cs_11,0
72,cs_12,0
72,cs_13,0
72,cs_14,0
72,cs_15,0
72,cs_16,0
72,cs_17,0
72,cs_18,0
72,cs_19,0
72,cs_2,0
72,cs_20,0
72,cs_21,0
72,cs_22,0
72,cs_23,0
72,cs_24,0
72,cs_25,0
72,cs_26,0
72,cs_27,0
72,cs_3,0
72,cs_4,1
72,cs_5,0
72,cs_6,0
72,cs_7,0
72,cs_8,0
72,cs_9,0
74,cs_0,1
74,cs_1,0
74,cs_10,0
74,cs_11,0
74,cs_12,0
74,cs_13,0
74,cs_14,0
74,cs_15,0
74,cs_16,0
74,cs_17,0
74,cs_18,0
74,cs_19,0
74,cs_2,0
74,cs_20,0
74,cs_21,0
74,cs_22,0
74,cs_23,0
74,cs_24,0
74,cs_25,0
74,cs_26,0
74,cs_27,0
74,cs_3,0
74,cs_4,1
74,cs_5,0
74,cs_6,0
74,cs_7,0
74,cs_8,0
74,cs_9,0
76,cs_0,1
76,cs_1,0
76,cs_10,0
76,cs_11,0
76,cs_12,0
76,cs_13,0
76,cs_14,0
76,cs_15,0
76,cs_16,0
76,cs_17,0
76,cs_18,0
76,cs_19,0
76,cs_2,0
76,cs_20,0
76,cs_21,0
76,cs_22,0
76,cs_23,0
76,cs_24,0
76,cs_25,0
76,cs_26,0
76,cs_27,0
76,cs_3,0
76,cs_4,1
76,cs_5,0
76,cs_6,0
76,cs_7,0
76,cs_8,0
76,cs_9,0
78,cs_0,1
78,cs_1,0
78,cs_10,0
78,cs_11,0
78,cs_12,0
78,cs_13,0
78,cs_14,0
78,cs_15,0
78,cs_16,0
78,cs_17,0
78,cs_18,0
78,cs_19,0
78,cs_2,0
78,cs_20,0
78,cs_21,0
78,cs_22,0
78,cs_23,0
78,cs_24,0
78,cs_25,0
78,cs_26,0
78,cs_27,0
78,cs_3,0
78,cs_4,1
78,cs_5,0
78,cs_6,0
78,cs_7,0
78,cs_8,0
78,cs_9,0
80,cs_0,1
80,cs_1,0
80,cs_10,0
80,cs_11,0
80,cs_12,0
80,cs_13,0
80,cs_14,0
80,cs_15,0
80,cs_16,0
80,cs_17,0
80,cs_18,0
80,cs_19,0
80,cs_2,0
80,cs_20,0
80,cs_21,0
80,cs_22,0
80,cs_23,0
80,cs_24,0
80,cs_25,0
80,cs_26,0
80,cs_27,0
80,cs_3,0
80,cs_4,1
80,cs_5,0
80,cs_6,0
80,cs_7,0
80,cs_8,0
80,cs_9,0
82,cs_0,1
82,cs_1,0
82,cs_10,0
82,cs_11,0
82,cs_12,0
82,cs_13,0
82,cs_14,0
82,cs_15,0
82,cs_16,0
82,cs_17,0
82,cs_18,0
82,cs_19,0
82,cs_2,0
82,cs_20,0
82,cs_21,0
82,cs_22,0
82,cs_23,0
82,cs_24,0
82,cs_25,0
82,cs_26,0
82,cs_27,0
82,cs_3,0
82,cs_4,1
82,cs_5,0
82,cs_6,0
82,cs_7,0
82,cs_8,0
82,cs_9,0
84,cs_0,1
84,cs_1,0
84,cs_10,0
84,cs_11,0
84,cs_12,0
84,cs_13,0
84,cs_14,0
84,cs_15,0
84,cs_16,0
84,cs_17,0
84,cs_18,0
84,cs_19,0
84,cs_2,0
84,cs_20,0
84,cs_21,0
84,cs_22,0
84,cs_23,0
84,cs_24,0
84,cs_25,0
84,cs_26,0
84,cs_27,0
84,cs_3,0
84,cs_4,1
84,cs_5,0
84,cs_6,0
84,cs_7,0
84,cs_8,0
84,cs_9,0
86,cs_0,1
86,cs_1,0
86,cs_10,0
86,cs_11,0
86,cs_12,0
86,cs_13,0
86,cs_14,0
86,cs_15,0
86,cs_16,0
86,cs_17,0
86,cs_18,0
86,cs_19,0
86,cs_2,0
86,cs_20,0
86,cs_21,0
86,cs_22,0
86,cs_23,0
86,cs_24,0
86,cs_25,0
86,cs_26,0
86,cs_27,0
86,cs_3,0
86,cs_4,1
86,cs_5,0
86,cs_6,0
86,cs_7,0
86,cs_8,0
86,cs_9,0
88,cs_0,1
88,cs_1,0
88,cs_10,0
88,cs_11,0
88,cs_12,0
88,cs_13,0
88,cs_14,0
88,cs_15,0
88,cs_16,0
88,cs_17,0
88,cs_18,0
88,cs_19,0
88,cs_2,0
88,cs_20,0
88,cs_21,0
88,cs_22,0
88,cs_23,0
88,cs_24,0
88,cs_25,0
88,cs_26,0
88,cs_27,0
88,cs_3,0
88,cs_4,1
88,cs_5,0
88,cs_6,0
88,cs_7,0
88,cs_8,0
88,cs_9,0
90,cs_0,1
90,cs_1,0
90,cs_10,0
90,cs_11,0
90,cs_12,0
90,cs_13,0
90,cs_14,0
90,cs_15,0
90,cs_16,0
90,cs_17,0
90,cs_18,0
90,cs_19,0
90,cs_2,0
90,cs_20,0
90,cs_21,0
90,cs_22,0
90,cs_23,0
90,cs_24,0
90,cs_25,0
90,cs_26,0
90,cs_27,0
90,cs_3,0
90,cs_4,1
90,cs_5,0
90,cs_6,0
90,cs_7,0
90,cs_8,0
90,cs_9,0
92,cs_0,1
92,cs_1,0
92,cs_10,0
92,cs_11,0
92,cs_12,0
92,cs_13,0
92,cs_14,0
92,cs_15,0
92,cs_16,0
92,cs_17,0
92,cs_18,0
92,cs_19,0
92,cs_2,0
92,cs_20,0
92,cs_21,0
92,cs_22,0
92,cs_23,0
92,cs_24,0
92,cs_25,0
92,cs_26,0
92,cs_27,0
92,cs_3,0
92,cs_4,1
92,cs_5,0
92,cs_6,0
92,cs_7,0
92,cs_8,0
92,cs_9,0
94,cs_0,1
94,cs_1,0
94,cs_10,0
94,cs_11,0
94,cs_12,0
94,cs_13,0
94,cs_14,0
94,cs_15,0
94,cs_16,0
94,cs_17,0
94,cs_18,0
94,cs_19,0
94,cs_2,0
94,cs_20,0
94,cs_21,0
94,cs_22,0
94,cs_23,0
94,cs_24,0
94,cs_25,0
94,cs_26,0
94,cs_27,0
94,cs_3,0
94,cs_4,1
94,cs_5,0
94,cs_6,0
94,cs_7,0
94,cs_8,0
94,cs_9,0
96,cs_0,1
96,cs_1,0
96,cs_10,0
96,cs_11,0
96,cs_12,0
96,cs_13,0
96,cs_14,0
96,cs_15,0
96,cs_16,0
96,cs_17,0
96,cs_18,0
96,cs_19,0
96,cs_2,0
96,cs_20,0
96,cs_21,0
96,cs_22,0
96,cs_23,0
96,cs_24,0
96,cs_25,0
96,cs_26,0
96,cs_27,0
96,cs_3,0
96,cs_4,1
96,cs_5,0
96,cs_6,0
96,cs_7,0
96,cs_8,0
96,cs_9,0
98,cs_0,1
98,cs_1,0
98,cs_10,0
98,cs_11,0
98,cs_12,0
98,cs_13,0
98,cs_14,0
98,cs_15,0
98,cs_16,0
98,cs_17,0
98,cs_18,0
98,cs_19,0
98,cs_2,0
98,cs_20,0
98,cs_21,0
98,cs_22,0
98,cs_23,0
98,cs_24,0
98,cs_25,0
98,cs_26,0
98,cs_27,0
98,cs_3,0
98,cs_4,1
98,cs_5,0
98,cs_6,0
98,cs_7,0
98,cs_8,0
98,cs_9,0
100,cs_0,1
100,cs_1,0
100,cs_10,0
100,cs_11,0
100,cs_12,0
100,cs_13,0
100,cs_14,0
100,cs_15,0
100,cs_16,0
100,cs_17,0
100,cs_18,0
100,cs_19,0
100,cs_2,0
100,cs_20,0
100,cs_21,0
100,cs_22,0
100,cs_23,0
100,cs_24,0
100,cs_25,0
100,cs_26,0
100,cs_27,0
100,cs_3,0
100,cs_4,1
100,cs_5,0
100,cs_6,0
100,cs_7,0
100,cs_8,0
100,cs_9,0
102,cs_0,1
102,cs_1,0
102,cs_10,0
102,cs_11,0
102,cs_12,0
102,cs_13,0
102,cs_14,0
102,cs_15,0
102,cs_16,0
102,cs_17,0
102,cs_18,0
102,cs_19,0
102,cs_2,0
102,cs_20,0
102,cs_21,0
102,cs_22,0
102,cs_23,0
102,cs_24,0
102,cs_25,0
102,cs_26,0
102,cs_27,0
102,cs_3,0
102,cs_4,1
102,cs_5,0
102,cs_6,0
102,cs_7,0
102,cs_8,0
102,cs_9,0
104,cs_0,1
104,cs_1,0
104,cs_10,0
104,cs_11,0
104,cs_12,0
104,cs_13,0
104,cs_14,0
104,cs_15,0
104,cs_16,0
104,cs_17,0
104,cs_18,0
104,cs_19,0
104,cs_2,0
104,cs_20,0
104,cs_21,0
104,cs_22,0
104,cs_23,0
104,cs_24,0
104,cs_25,0
104,cs_26,0
104,cs_27,0
104,cs_3,0
104,cs_4,1
104,cs_5,0
104,cs_6,0
104,cs_7,0
104,cs_8,0
104,cs_9,0
106,cs_0,1
106,cs_1,0
106,cs_10,0
106,cs_11,0
106,cs_12,0
106,cs_13,0
106,cs_14,0
106,cs_15,0
106,cs_16,0
106,cs_17,0
106,cs_18,0
106,cs_19,0
106,cs_2,0
106,cs_20,0
106,cs_21,0
106,cs_22,0
106,cs_23,0
106,cs_24,0
106,cs_25,0
106,cs_26,0
106,cs_27,0
106,cs_3,0
106,cs_4,1
106,cs_5,0
106,cs_6,0
106,cs_7,0
106,cs_8,0
106,cs_9,0
108,cs_0,1
108,cs_1,0
108,cs_10,0
108,cs_11,0
108,cs_12,0
108,cs_13,0
108,cs_14,0
108,cs_15,0
108,cs_16,0
108,cs_17,0
108,cs_18,0
108,cs_19,0
108,cs_2,0
108,cs_20,0
108,cs_21,0
108,cs_22,0
108,cs_23,0
108,cs_24,0
108,cs_25,0
108,cs_26,0
108,cs_27,0
108,cs_3,0
108,cs_4,1
108,cs_5,0
108,cs_6,0
108,cs_7,0
108,cs_8,0
108,cs_9,0
110,cs_0,1
110,cs_1,0
110,cs_10,0
110,cs_11,0
110,cs_12,0
110,cs_13,0
110,cs_14,0
110,cs_15,0
110,cs_16,0
110,cs_17,0
110,cs_18,0
110,cs_19,0
110,cs_2,0
110,cs_20,0
110,cs_21,0
110,cs_22,0
110,cs_23,0
110,cs_24,0
110,cs_25,0
110,cs_26,0
110,cs_27,0
110,cs_3,0
110,cs_4,1
110,cs_5,0
110,cs_6,0
110,cs_7,0
110,cs_8,0
110,cs_9,0
112,cs_0,1
112,cs_1,0
112,cs_10,0
112,cs_11,0
112,cs_12,0
112,cs_13,0
112,cs_14,0
112,cs_15,0
112,cs_16,0
112,cs_17,0
112,cs_18,0
112,cs_19,0
